filename,title,year,certainty
104186056.txt,"Iron shroud, or, Italian revenge - L.C.2852.F(24)",1840,
104186057.txt,Sentimental songster - L.C.2852.F(25),1840,
104186058.txt,History of Moses - L.C.2852.F(26),1840,
104186059.txt,Cream of Tannahill's songs - L.C.2852.F(27),1860,
104186060.txt,Cream of Tannahill's songs - L.C.2852.F(28),1860,
104186061.txt,"History of Mahomet, the great imposter - L.C.2852.F(3)",1840,
104186062.txt,History of James Allan - L.C.2852.F(4),1840,
104186063.txt,Famous history of Valentine & Orson - L.C.2852.F(5),1840,
104186064.txt,"Life and death of Judas Iscariot, or, The lost and undone son of perdition - L.C.2852.F(6)",1840,
104186065.txt,"Watty and Meg, or, the wife reclaimed - L.C.2852.F(7)",1840,
104186066.txt,"Watty & Meg, or, The wife reformed - L.C.2852.F(8)",1840,
104186067.txt,"Watty and Meg, or, The wife reformed - L.C.2852.F(9)",1840,
104186068.txt,Anecdote book - L.C.2852.G(1),1850,
104186069.txt,Reading for winter evenings - L.C.2852.G(10),1850,
104186070.txt,Popular Irish stories - L.C.2852.G(11),1850,
104186071.txt,"Life of Louis Philippe, late king of the French - L.C.2852.G(12)",1850,
104186072.txt,Life of the Right Honourable Sir Robert Peel - L.C.2852.G(13),1851,
104186073.txt,Life of the Duke of Wellington - L.C.2852.G(14),1851,
104186074.txt,Life of Napoleon Bonaparte - L.C.2852.G(15),1850,
104186075.txt,Popular stories of The spectre bridegroom and The mason of Granada  - L.C.2852.G(16),1850,
104186076.txt,Selection of amusing and entertaining Irish stories - L.C.2852.G(17),1850,
104186077.txt,"Elizabeth, or, The exiles of Siberia - L.C.2852.G(18)",1851,
104186078.txt,Story teller - L.C.2852.G(2),1850,
104186079.txt,Way to wealth - L.C.2852.G(3),1850,
104186080.txt,Medical guide - L.C.2852.G(4),1850,
104186081.txt,Family receipt book - L.C.2852.G(5),1850,
104186082.txt,Sentimental valentine writer - L.C.2852.G(6),1850,
104186083.txt,Comic valentine writer - L.C.2852.G(7),1850,
104186084.txt,"Magic oracle, or, Conjuror's guide - L.C.2852.G(8)",1850,
104186085.txt,Life and unparalleled voyages and adventures of Ambrose Gwinnett - L.C.2852.G(9),1850,
104186086.txt,Life and adventures of Robin Hood - L.C.2852.H(1),1855,
104186087.txt,"History of Cinderella, or, The little glass slipper - L.C.2852.H(10)",1852,
104186088.txt,History of the yellow dwarf - L.C.2852.H(11),1852,
104186089.txt,History of the sleeping beauty in the wood - L.C.2852.H(12),1852,
104186090.txt,Evan's [sic] sketch of all religions abridged - L.C.2852.H(13),1851,
104186091.txt,History of the Bible - L.C.2852.H(14),1851,
104186092.txt,Life and voyages of the Apostle Paul - L.C.2852.H(15),1851,
104186093.txt,Life of John Knox - L.C.2852.H(16),1851,
104186094.txt,Life of John Knox - L.C.2852.H(17),1851,
104186095.txt,Life of the celebrated Scottish patriot Sir Wm. Wallace - L.C.2852.H(2),1852,
104186096.txt,"Life of Robert Burns, the Ayrshire Bard - L.C.2852.H(3)",1852,
104186097.txt,Life of King Robert Bruce - L.C.2852.H(4),1852,
104186098.txt,Life and adventures of Robinson Crusoe - L.C.2852.H(5),1855,
104186099.txt,Life and adventures of Robinson Crusoe - L.C.2852.H(6),1855,
104186100.txt,Voyages and travels of Sindbad the sailor - L.C.2852.H(7),1852,
104186101.txt,History of Blue Beard - L.C.2852.H(8),1852,
104186102.txt,History of Whittington and his cat - L.C.2852.H(9),1852,
104186103.txt,Scottish minstrel - L.C.2852.J(1),1850,
104186104.txt,Selection of religious anecdotes - L.C.2852.J(10),1856,
104186105.txt,Comic reciter - L.C.2852.J(11),1856,
104186106.txt,Sentimental reciter - L.C.2852.J(12),1856,
104186107.txt,Dream interpreter - L.C.2852.J(13),1856,
104186108.txt,Fireside amusements - L.C.2852.J(14),1856,
104186109.txt,Scrap-book - L.C.2852.J(15),1856,
104186110.txt,History of the Kings and Queens of England - L.C.2852.J(16),1856,
104186111.txt,Dream interpreter - L.C.2852.J(17),1858,
104186112.txt,Life and adventures of Robinson Crusoe - L.C.2852.J(18),1858,
104186113.txt,Poem on the passion of our Lord and Saviour Jesus Christ - L.C.2852.J(19),1850,
104186114.txt,Scottish minstrel - L.C.2852.J(2),1850,
104186115.txt,Scottish minstrel - L.C.2852.J(3),1850,
104186116.txt,Scottish minstrel - L.C.2852.J(4),1851,
104186117.txt,Popular stories of The spectre bridegroom and The mason of Granada  - L.C.2852.J(5),1850,
104186118.txt,Life and adventures of Robinson Crusoe - L.C.2852.J(6),1850,
104186119.txt,Voyages and travels of Sindbad the sailor - L.C.2852.J(7),1850,
104186120.txt,"History of Duncan Campbell, and his dog, Oscar - L.C.2852.J(8)",1850,
104186121.txt,History of Columbus - L.C.2852.J(9),1850,
104186122.txt,Ghaist - L.C.2853(1),1812,
104186123.txt,Blythsome bridal - L.C.2853(10),1812,
104186124.txt,Heir of Linne - L.C.2853(11),1812,
104186125.txt,Lord Roslin's daughter - L.C.2853(12),1812,
104186126.txt,Scots medley - L.C.2853(13),1812,
104186127.txt,Moorland Johnny - L.C.2853(14),1812,
104186128.txt,Lass o' Gowrie - L.C.2853(15),1812,
104186129.txt,Gow's fareweel to whisky - L.C.2853(16),1812,
104186130.txt,Middlesex flora - L.C.2853(17),1812,
104186131.txt,Polly privateer - L.C.2853(18),1812,
104186132.txt,History of Jack and the giants - L.C.2853(19),1812,
104186133.txt,King and the tinkler [sic] - L.C.2853(2),1812,
104186134.txt,History of John Cheap the chapman - L.C.2853(20),1812,
104186135.txt,Life of the honourable Col. James Gardiner - L.C.2853(21),1812,
104186136.txt,Life of the honourable Col. James Gardiner - L.C.2853(22),1812,
104186137.txt,Life and adventures of Sir Wm. Wallace - L.C.2853(23),1812,
104186138.txt,"Comical adventures of the late Mr. James Spiller, comedian, at Epsom in England - L.C.2853(24)",1812,
104186139.txt,"Interesting particulars of the last moments, and execution, of Moses M'Donald - L.C.2853(25)",1812,
104186140.txt,Gallant exploits of Lord Dundee - L.C.2853(26),1820,
104186141.txt,Easy lessons for children - L.C.2853(27),1823,
104186142.txt,Flowers of the forest - L.C.2853(3),1812,
104186143.txt,Lord Roslin's daughter - L.C.2853(4),1812,
104186144.txt,"Blae berries, or, The highland laird's courtship to a farmer's daughter - L.C.2853(5)",1812,
104186145.txt,Bold mariners - L.C.2853(6),1812,
104186146.txt,Blackamoor in the wood - L.C.2853(7),1812,
104186147.txt,Tired soldier - L.C.2853(8),1812,
104186148.txt,Rambling boy with the answer - L.C.2853(9),1812,
104186149.txt,Jenny's bawbee - L.C.2853.A(1),1804,
104186150.txt,"Great duty of confessing Christ before men, stated and recommended - L.C.2853.A(10)",1815,
104186151.txt,"Peter's repentance, after he had denied his Lord and Master, Jesus Christ - L.C.2853.A(11)",1815,
104186152.txt,Dominie depos'd - L.C.2853.A(12),1817,
104186153.txt,Goldfinch - L.C.2853.A(13),1817,
104186154.txt,Christ is all - L.C.2853.A(14),1821,
104186155.txt,"Choice drop of honey from the rock, Christ, or, A short word of advice to all saints and sinners - L.C.2853.A(15)",1821,
104186156.txt,Life and transactions of Mrs Jane Shore - L.C.2853.A(16),1821,
104186157.txt,"Ayrshire melodist, or, The muses' delight - L.C.2853.A(17)",1821,
104186158.txt,"Life of David Haggart, who was executed at Edinburgh, 18th July, 1821, for the murder of the Dumfries jailor - L.C.2853.A(18)",1821,
104186159.txt,"Narrative of the Battles of Drumclog, and Bothwell Bridge - L.C.2853.A(19)",1822,
104186160.txt,Sea songs - L.C.2853.A(2),1804,
104186161.txt,Race for eternal life - L.C.2853.A(20),1822,
104186162.txt,Brief inquiry into the origin and tendency of sacramental preaching-days - L.C.2853.A(21),1822,
104186163.txt,Account of the royal visit of George the IVth to Scotland - L.C.2853.A(22),1822,
104186164.txt,"New winter evening's companion, of fun, mirth, and frolic - L.C.2853.A(23)",1822,
104186165.txt,"Young cottager, or, An account of Jane Seymour, the daughter of ignorant and irreligiuos parents - L.C.2853.A(24)",1822,
104186166.txt,"Black book of conscience, or, God's great and high court of justice in the soul - L.C.2853.A(25)",1822,
104186167.txt,Comical transactions of Lothian Tom - L.C.2853.A(26),1823,
104186168.txt,Memoir of the Reverend David Wilson - L.C.2853.A(27),1823,
104186169.txt,Surprising adventures and sufferings of Frederick Baron Trenck - L.C.2853.A(28),1829,
104186170.txt,Modern reciter - L.C.2853.A(29),1829,
104186171.txt,Sea songs - L.C.2853.A(3),1804,
104186172.txt,New spirit of Scots wit - L.C.2853.A(30),1829,
104186173.txt,Book of health - L.C.2853.A(31),1830,
104186174.txt,Monk and the miller's wife - L.C.2853.A(32),1815,
104186175.txt,Seven English popular songs - L.C.2853.A(33),1815,
104186176.txt,Six songs - L.C.2853.A(34),1815,
104186177.txt,Five songs - L.C.2853.A(35),1823,
104186178.txt,"Fasten's-day, a poem, or, Kilmarnock races, and frolics, on that celebrated day - L.C.2853.A(36)",1818,
104186179.txt,Northumberland life-boat - L.C.2853.A(4),1812,
104186180.txt,Miller of Gloucestershire - L.C.2853.A(5),1810,
104186181.txt,Flowers of the forest - L.C.2853.A(6),1804,
104186182.txt,"Excellent new song, called, Wonderful admiration! - L.C.2853.A(7)",1804,
104186183.txt,"Battle of Talavera, or, The soldier's threnody - L.C.2853.A(8)",1809,
104186184.txt,"Excellent new song, called Willie Wastle - L.C.2853.A(9)",1804,
104186185.txt,"Duty of redeeming the time in evil days, illustrated and enforced - L.C.2854(1)",1810,
104186186.txt,"Fun upon fun, or, The comical and merry tricks of Leper the tailor - L.C.2854(10)",1820,
104186187.txt,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2854(11)",1820,
104186188.txt,"Life of the martyr, John Brown, of Priesthill, in the parish of Muirkirk, Ayrshire - L.C.2854(12)",1825,
104186189.txt,Comical sayings of Paddy from Cork - L.C.2854(13),1827,
104186190.txt,"Long pack, or, A shot with Copenhagen - L.C.2854(14)",1827,
104186191.txt,Life and exploits of Rob Roy M'Gregor - L.C.2854(15),1827,
104186192.txt,"Life and transactions of Jane Shore, concubine to King Edward IVth - L.C.2854(16)",1830,
104186193.txt,"Prayer book, for families and private persons - L.C.2854(17)",1831,
104186194.txt,Account of a most surprising savage girl - L.C.2854(18),1831,
104186195.txt,"Malefactor reformed, or, The life of Philip Parson, of Birmingham - L.C.2854(2)",1815,
104186196.txt,Saints' duty in evil times - L.C.2854(3),1815,
104186197.txt,Causes and cure of spiritual darkness - L.C.2854(4),1811,
104186198.txt,Wonderful account of Mr. George Spearing - L.C.2854(5),1825,
104186199.txt,Negro servant - L.C.2854(6),1811,
104186200.txt,Cry to the whole earth - L.C.2854(7),1819,
104186201.txt,Christ the only refuge from the wrath to come - L.C.2854(8),1819,
104186202.txt,"Sinner's sobs, or, The way to Sion, a sermon - L.C.2854(9)",1820,
104186203.txt,Cherry and the sloe - L.C.2855(1),1817,
104186204.txt,"Laugh and grow fat, or, The comical budget of wit - L.C.2855(10)",1825,
104186205.txt,Memoir of the Reverend David Wilson - L.C.2855(11),1825,
104186206.txt,Advantages and disadvantages of the married state - L.C.2855(12),1826,
104186207.txt,Madrid shaver's adventures in the Spanish Inquisition - L.C.2855(13),1827,
104186208.txt,"Spaewife, or, Universal fortune-teller - L.C.2855(14)",1827,
104186209.txt,Daniel O'Rourke's wonderful voyage to the moon - L.C.2855(15),1827,
104186210.txt,Voyages and adventures of the renowned Admiral Drake - L.C.2855(16),1827,
104186211.txt,"Hocus pocus, or, The whole art of legerdemain in perfection - L.C.2855(17)",1827,
104186212.txt,Toast-master's companion - L.C.2855(18),1827,
104186213.txt,Collection of Scots proverbs - L.C.2855(19),1829,
104186214.txt,"Elegy on Sir Robert Grierson, of Lag, who died December 23d, 1733, or, The prince of darkness' lamentation for the Laird of Lag, and others - L.C.2855(2)",1817,
104186215.txt,Advantages and disadvantages of the marriage-state - L.C.2855(20),1825,
104186216.txt,"Profit and loss, or, The Christian merchant - L.C.2855(3)",1818,
104186217.txt,History of Redmond O'Hanlon - L.C.2855(4),1820,
104186218.txt,Account of the royal visit of George the IVth to Scotland - L.C.2855(5),1822,
104186219.txt,Brief inquiry into the origin and tendency of sacramental preaching-days - L.C.2855(6),1822,
104186220.txt,"Golden dreamer, or, Dreams realized - L.C.2855(7)",1824,
104186221.txt,"Narrative of the Battles of Drumclog, and Bothwell Bridge - L.C.2855(8)",1825,
104186222.txt,Roman Catholic cruelties - L.C.2855(9),1825,
104186223.txt,Donald M'Donald - L.C.2856(1),1815,
104186224.txt,Donald M'Donald - L.C.2856(10),1815,
104186225.txt,"Jemmy and Nancy of Yarmouth, or, the constant lovers - L.C.2856(11)",1815,
104186226.txt,Six songs - L.C.2856(12),1815,
104186227.txt,Six songs - L.C.2856(13),1815,
104186228.txt,"Battle of the Boyn, or, King William crossing the Boyn Water - L.C.2856(14)",1815,
104186229.txt,"Crafty princess, or, The golden bull - L.C.2856(15)",1811,
104186230.txt,Two songs - L.C.2856(16),1815,
104186231.txt,Two songs - L.C.2856(17),1815,
104186232.txt,Two songs - L.C.2856(18),1815,
104186233.txt,Two songs - L.C.2856(19),1815,
104186234.txt,Three songs - L.C.2856(2),1815,
104186235.txt,Three songs - L.C.2856(20),1815,
104186236.txt,Three songs - L.C.2856(21),1815,
104186237.txt,Three songs - L.C.2856(22),1815,
104186238.txt,Three songs - L.C.2856(23),1815,
104186239.txt,Three songs - L.C.2856(24),1815,
104186240.txt,Four songs - L.C.2856(25),1815,
104186241.txt,Four songs - L.C.2856(26),1815,
104186242.txt,Four songs - L.C.2856(27),1815,
104186243.txt,Four songs - L.C.2856(28),1790,
104186244.txt,Four songs - L.C.2856(29),1815,
104186245.txt,Four songs - L.C.2856(3),1815,
104186246.txt,Four songs - L.C.2856(30),1815,
104186247.txt,Four songs - L.C.2856(31),1815,
104186248.txt,Four songs - L.C.2856(32),1815,
104186249.txt,Four songs - L.C.2856(33),1815,
104186250.txt,Five songs - L.C.2856(34),1815,
104186251.txt,Five songs - L.C.2856(35),1815,
104186252.txt,Five songs - L.C.2856(36),1815,
104186253.txt,Five songs - L.C.2856(37),1815,
104186254.txt,Five songs - L.C.2856(38),1815,
104186255.txt,Five songs - L.C.2856(39),1815,
104186256.txt,Four songs - L.C.2856(4),1815,
104186257.txt,Five songs - L.C.2856(40),1815,
104186258.txt,Five excellent songs - L.C.2856(41),1815,
104186259.txt,Five songs - L.C.2856(42),1815,
104186260.txt,Five Irish comic songs - L.C.2856(43),1815,
104186261.txt,Five songs - L.C.2856(44),1815,
104186262.txt,Five songs - L.C.2856(45),1815,
104186263.txt,Three songs - L.C.2856(46),1815,
104186264.txt,Four songs - L.C.2856(47),1823,
104186265.txt,"Sir Neil and Glengyle, the Highland chieftains - L.C.2856(48)",1815,
104186266.txt,Old Scots tragical song of Sir James the Rose - L.C.2856(49),1815,
104186267.txt,Life and death of Fair Rosamond - L.C.2856(5),1815,
104186268.txt,Five English popular songs - L.C.2856(50),1815,
104186269.txt,Eight songs - L.C.2856(51),1815,
104186270.txt,Fashionable songs - L.C.2856(52),1815,uncertain
104186271.txt,Four songs - L.C.2856(6),1815,
104186272.txt,"Battle of the Boyn, or, King William crossing the Boyn Water - L.C.2856(7)",1815,
104186273.txt,"Blaeberry courtship, or, Allan's love to the farmer's daughter - L.C.2856(8)",1815,
104186274.txt,"Wandering young gentlewoman, or, The cat-skins' garland - L.C.2856(9)",1815,
104186275.txt,Songs - L.C.2857(1),1814,
104186276.txt,"Dreadful narrative of the loss of the Kent East Indiaman, by fire - L.C.2857(2)",1840,
104186277.txt,"Famous exploits of Robin Hood, Little John, and his merry men all - L.C.2857(3)",1840,
104186278.txt,"Elizabeth, or, The exiles of Siberia - L.C.2857(4)",1840,
104186279.txt,History of the Empress Josephine - L.C.2857(5),1840,
104186281.txt,Real Virginny melodist - L.C.2857(6),1840,
104186282.txt,Five excellent songs - L.C.2858(1),1820,
104186283.txt,Four excellent songs - L.C.2858(10),1820,
104186284.txt,Three excellent songs - L.C.2858(11),1820,
104186285.txt,Six excellent songs - L.C.2858(12),1820,
104186286.txt,Eight favourite songs - L.C.2858(13),1820,
104186287.txt,Four excellent songs - L.C.2858(14),1820,
104186288.txt,Five favourite songs - L.C.2858(15),1832,
104186289.txt,Ten favourite songs - L.C.2858(16),1830,
104186290.txt,Three favourite songs - L.C.2858(17),1820,
104186291.txt,Seven excellent songs - L.C.2858(18),1820,
104186292.txt,Three favourite songs - L.C.2858(19),1820,
104186293.txt,Five excellent songs - L.C.2858(2),1820,
104186294.txt,Six excellent songs - L.C.2858(20),1820,
104186295.txt,Seven favourite songs - L.C.2858(21),1820,
104186296.txt,Seven favourite songs - L.C.2858(22),1820,
104186297.txt,Five songs - L.C.2858(23),1820,
104186298.txt,Five songs - L.C.2858(24),1820,
104186299.txt,Six excellent songs - L.C.2858(25),1820,
104186300.txt,Six excellent songs - L.C.2858(26),1820,
104186301.txt,Five favourite songs - L.C.2858(27),1820,
104186302.txt,Seven excellent songs - L.C.2858(28),1820,
104186303.txt,Six favourite songs - L.C.2858(29),1820,
104186304.txt,Four new songs - L.C.2858(3),1829,
104186305.txt,Excellent old Scottish song of The blaeberry courtship - L.C.2858(30),1820,
104186306.txt,Auld Robin Gray - L.C.2858(31),1820,
104186307.txt,Dreams and apparitions - L.C.2858(32),1827,
